date,completion_rate
42745,0.43
42746,0.02
42747,1.34
42748,1.38
42749,1.93
42750,1.34
42751,0.53
42752,1.26
42753,0.86
42754,1.02
42755,0.88
42756,1.33
42757,0.97
42758,0.94
42759,0.44
42760,0.25
42761,1.88
42762,1.92
42763,0.49
42764,1.51
42765,1.23
42766,1.27
42767,1.64
42768,1.49
42769,1.6
42770,0.3
42771,1.24
42772,0.95
42773,0.47
42774,0.7
42775,0.46
42776,0.57
42777,1.8
42778,1.32
42779,0.36
42780,0.99
42781,1.7
42782,0.64
42783,1.05
42784,1.75
42785,1.16
42786,1.78
42787,1.47
42788,1.37
42789,1.16
42790,0.58
42791,1.41
42792,0.34
42793,0.12
42794,1.29
42795,1.97
42796,0.08
42797,0.8
42798,1.96
42799,0.93
42800,0.67
42801,0.85
42802,0.09
42803,1.8
42804,0.82
42805,0.15
42806,0.86
42807,0.06
42808,1.81
42809,0.15
42810,1.85
42811,0.3
42812,1.38
42813,0.63
42814,0.4
42815,1.35
42816,1.5
42817,1.11
42818,1.75
42819,0.69
42820,0.74
42821,1.84
42822,0.75
42823,0.75
42824,1.16
42825,1.87
42826,1.3
42827,1.57
42828,0.81
42829,1.8
42830,1.12
42831,0.12
42832,1.34
42833,1.04
42834,0.1
42835,0.29
42836,0.16
42837,0.5
42838,1.89
42839,1.4
42840,0.28
42841,1.39
42842,1.05
42843,1.41
42844,0.3
42845,1.92
42846,0.94
42847,1.85
42848,1.62
42849,0.06
42850,1.39
42851,1.63
42852,1.52
42853,0.57
42854,0.33
42855,0.27
42856,0.57
42857,1.72
42858,1.98
42859,0.43
42860,1.56
42861,0.56
42862,0.72
42863,0.28
42864,0.56
42865,1.54
42866,1.55
42867,0.58
42868,1.65
42869,1.9
42870,1.51
42871,1.42
42872,1.91
42873,1.06
42874,0.65
42875,1.5
42876,1.63
42877,1.25
42878,1.21
42879,0.96
42880,0.9
42881,0.29
42882,1.04
42883,0.53
42884,0.46
42885,1.91
42886,0.01
42887,0.64
42888,1.25
42889,1.46
42890,0.14
42891,0.82
42892,1.51
42893,1.91
42894,0.64
42895,0.61
42896,0.8
42897,1.25
42898,1.59
42899,1.4
42900,1.29
42901,0.75
42902,1.76
42903,1.36
42904,1.65
42905,1.3
42906,0.72
42907,0.89
42908,0.42
42909,0.74
42910,1.33
42911,1.89
42912,0.45
42913,1.68
42914,0.41
42915,1.61
42916,0.89
42917,0.15
42918,1.08
42919,0.95
42920,0.82
42921,0.7
42922,1.76
42923,0.94
42924,0.32
42925,0.73
42926,0.66
42927,0.28
42928,1.1
42929,1.4
42930,1.99
42931,0.24
42932,0.63
42933,0.61
42934,1.86
42935,0.8
42936,0.43
42937,1.3
42938,0.41
42939,1.52
42940,1.89
42941,0.85
42942,1.91
42943,1.07
42944,1.98
42945,0.97
42946,1.4
42947,0.79
42948,0.61
42949,0.68
42950,0.14
42951,1.75
42952,0.08
42953,1.2
42954,0.38
42955,0.8
42956,1.74
42957,1.05
42958,0.73
42959,0.6
42960,1.98
42961,1.7
42962,0.87
42963,0.56
42964,1.99
42965,0.79
42966,1.75
42967,1.1
42968,1.88
42969,1.02
42970,0.03
42971,0.71
42972,0.45
42973,0.02
42974,1.52
42975,1.25
42976,0.59
42977,1.89
42978,0.78
42979,1.41
42980,1.1
42981,0.53
42982,0.04
42983,1.42
42984,1.93
42985,1.0
42986,0.67
42987,1.5
42988,0.9
42989,1.84
42990,0.57
42991,1.05
42992,1.9
42993,0.28
42994,0.91
42995,1.2
42996,1.7
42997,1.98
42998,1.12
42999,0.61
43000,0.19
43001,0.32
43002,0.8
43003,0.66
43004,0.12
43005,1.52
43006,1.67
43007,0.32
43008,1.5
43009,1.97
43010,0.97
43011,1.01
43012,1.8
43013,0.33
43014,0.98
43015,1.2
43016,0.75
43017,0.7
43018,0.75
43019,0.84
43020,1.07
43021,0.59
43022,0.24
43023,0.7
43024,1.46
43025,1.61
43026,0.51
43027,0.7
43028,0.32
43029,0.15
43030,0.71
43031,0.3
43032,0.03
43033,1.85
43034,0.34
43035,0.82
43036,0.06
43037,0.05
43038,0.03
43039,0.55
43040,1.72
43041,1.1
43042,0.74
43043,1.25
43044,0.37
43045,1.79
43046,1.91
43047,0.76
43048,1.7
43049,1.49
43050,1.69
43051,1.99
43052,0.05
43053,0.91
43054,0.86
43055,0.42
43056,1.82
43057,1.96
43058,0.38
43059,0.46
43060,0.1
43061,0.66
43062,0.92
43063,1.06
43064,1.53
43065,0.46
43066,1.69
43067,0.55
43068,1.85
43069,0.49
43070,1.98
43071,1.1
43072,1.23
43073,1.49
43074,1.62
43075,0.14
43076,0.75
43077,1.46
43078,1.06
43079,1.35
43080,1.54
43081,0.81
43082,0.6
43083,0.79
43084,1.95
43085,1.05
43086,1.53
43087,1.83
43088,1.1
43089,0.47
43090,0.67
43091,1.26
43092,0.41
43093,1.39
43094,1.75
43095,0.28
43096,1.82
43097,1.6
43098,0.26
43099,0.8
43100,1.39
43101,1.16
43102,0.56
43103,1.18
43104,0.97
43105,1.54
43106,1.74
43107,1.21
43108,1.34
43109,1.55
43110,0.27
43111,1.41
43112,0.56
43113,1.15
43114,0.06
43115,0.21
43116,0.39
43117,1.73
43118,0.47
43119,0.45
43120,0.34
43121,0.08
43122,0.42
43123,1.97
43124,1.48
43125,0.08
43126,1.7
43127,1.56
43128,0.36
43129,0.56
43130,1.9
43131,1.05
43132,1.74
43133,1.5
43134,0.51
43135,1.05
43136,1.01
43137,0.53
43138,0.69
43139,0.53
43140,1.3
43141,1.33
43142,1.57
43143,0.65
43144,1.94
43145,0.66
43146,0.44
43147,1.98
43148,0.72
43149,0.69
43150,0.93
43151,1.51
43152,0.78
43153,0.28
43154,0.96
43155,0.69
43156,1.64
43157,1.54
43158,1.82
43159,0.92
43160,0.83
43161,0.94
43162,0.04
43163,1.44
43164,1.03
43165,0.64
43166,1.4
43167,1.6
43168,0.51
43169,0.13
43170,0.62
43171,0.71
43172,1.69
43173,1.69
43174,1.8
43175,1.36
43176,0.35
43177,1.45
43178,0.74
43179,1.89
43180,1.48
43181,1.64
43182,0.43
43183,1.7
43184,1.34
43185,1.35
43186,0.76
43187,1.58
43188,0.39
43189,1.85
43190,0.77
43191,0.91
43192,1.58
43193,0.01
43194,1.43
43195,1.44
43196,0.96
43197,1.53
43198,1.27
43199,1.73
43200,0.69
43201,0.51
43202,1.92
43203,1.67
43204,1.05
43205,1.38
43206,1.88
43207,1.36
43208,1.3
43209,0.77
43210,1.94
43211,1.35
43212,0.12
43213,0.79
43214,0.38
43215,0.9
43216,0.93
43217,1.41
43218,0.47
43219,1.01
43220,0.27
43221,0.0
43222,0.49
43223,0.48
43224,1.73
43225,0.67
43226,1.63
43227,0.79
43228,0.8
43229,1.12
43230,1.84
43231,0.94
43232,1.74
43233,0.74
43234,0.81
43235,1.36
43236,0.47
43237,1.83
43238,1.72
43239,0.36
43240,1.99
43241,1.64
43242,0.32
43243,1.93
43244,1.52
43245,1.61
43246,1.07
43247,0.23
43248,1.64
43249,1.86
43250,0.6
43251,1.62
43252,0.88
43253,0.36
43254,1.66
43255,0.33
43256,1.37
43257,1.15
43258,1.14
43259,0.15
43260,1.52
43261,1.11
43262,1.73
43263,1.29
43264,0.96
43265,0.01
43266,1.04
43267,1.97
43268,1.4
43269,1.55
43270,0.7
43271,1.07
43272,0.89
43273,0.01
43274,0.11
43275,0.51
43276,0.21
43277,1.67
43278,0.55
43279,0.91
43280,1.21
43281,0.19
43282,0.36
43283,1.94
43284,0.92
43285,1.83
43286,1.52
43287,0.24
43288,0.0
43289,0.04
43290,1.78
43291,1.98
43292,0.67
43293,1.26
43294,1.17
43295,1.13
43296,1.31
43297,1.31
43298,0.06
43299,1.74
43300,0.43
43301,0.21
43302,0.54
43303,0.86
43304,0.55
43305,1.24
43306,0.66
43307,1.47
43308,0.04
43309,0.37
43310,1.08
43311,0.85
43312,1.6
43313,0.44
43314,1.56
43315,1.31
43316,0.35
43317,0.41
43318,0.43
43319,0.55
43320,1.8
43321,0.01
43322,1.27
43323,0.1
43324,1.49
43325,1.28
43326,0.44
43327,2.0
43328,1.94
43329,0.69
43330,0.99
43331,0.42
43332,1.31
43333,1.94
43334,1.8
43335,1.87
43336,0.54
43337,0.93
43338,1.63
43339,0.87
43340,1.7
43341,0.52
43342,0.65
43343,1.34
43344,0.81
43345,1.35
43346,1.07
43347,0.55
43348,1.07
43349,0.72
43350,0.08
43351,1.34
43352,0.71
43353,1.49
43354,0.8
43355,0.92
43356,1.07
43357,0.41
43358,0.36
43359,1.49
43360,1.01
43361,1.55
43362,1.86
43363,1.28
43364,0.03
43365,1.16
43366,1.06
43367,0.43
43368,0.42
43369,0.51
43370,1.36
43371,1.75
43372,1.06
43373,0.46
43374,0.92
43375,0.19
43376,0.38
43377,1.66
43378,1.88
43379,0.62
43380,1.95
43381,1.99
43382,1.6
43383,1.09
43384,0.31
43385,1.23
43386,1.64
43387,0.12
43388,1.86
43389,0.25
43390,1.91
43391,1.01
43392,0.82
43393,1.63
43394,0.02
43395,1.42
43396,0.16
43397,0.34
43398,1.38
43399,1.7
43400,1.76
43401,1.78
43402,0.83
43403,0.26
43404,0.19
43405,0.44
43406,1.66
43407,1.61
43408,0.47
43409,1.76
43410,1.89
43411,0.95
43412,0.97
43413,0.42
43414,1.23
43415,1.58
43416,1.46
43417,1.97
43418,1.35
43419,0.38
43420,1.01
43421,0.53
43422,0.03
43423,0.53
43424,1.17
43425,0.89
43426,0.05
43427,1.5
43428,1.53
43429,0.49
43430,0.19
43431,1.46
43432,0.55
43433,0.15
43434,0.68
43435,1.82
43436,1.73
43437,0.91
43438,1.48
43439,0.51
43440,1.56
43441,1.36
43442,0.35
43443,0.86
43444,0.08
43445,0.74
43446,0.31
43447,1.82
43448,0.04
43449,0.13
43450,1.32
43451,1.67
43452,0.15
43453,0.13
43454,0.81
43455,0.99
43456,1.89
43457,0.86
43458,1.42
43459,0.35
43460,1.25
43461,0.55
43462,0.1
43463,1.88
43464,1.82
43465,0.49
43466,0.81
43467,1.04
43468,1.0
43469,0.68
43470,0.58
43471,1.77
43472,1.56
43473,1.21
43474,1.93
43475,1.16
43476,0.15
43477,1.11
43478,1.84
43479,0.68
43480,0.7
43481,0.65
43482,0.69
43483,1.59
43484,0.12
43485,1.06
43486,1.51
43487,1.1
43488,1.07
43489,1.76
43490,1.33
43491,1.19
43492,1.38
43493,0.63
43494,0.59
43495,0.02
43496,1.04
43497,0.27
43498,0.41
43499,1.11
43500,0.37
43501,1.11
43502,0.5
43503,1.32
43504,0.15
43505,1.63
43506,1.42
43507,0.22
43508,0.49
43509,1.11
43510,0.25
43511,1.32
43512,1.08
43513,1.35
43514,0.37
43515,1.34
43516,0.98
43517,1.63
43518,0.34
43519,1.2
43520,1.33
43521,1.18
43522,0.2
43523,1.88
43524,0.82
43525,1.76
43526,0.42
43527,1.04
43528,1.41
43529,1.84
43530,1.65
43531,0.82
43532,1.59
43533,0.26
43534,0.14
43535,0.84
43536,0.24
43537,1.26
43538,0.99
43539,1.81
43540,1.06
43541,1.26
43542,0.15
43543,0.1
43544,0.62
43545,0.28
43546,1.76
43547,1.09
43548,1.73
43549,0.96
43550,0.91
43551,1.01
43552,1.64
43553,0.27
43554,0.88
43555,1.96
43556,0.11
43557,1.05
43558,0.76
43559,1.29
43560,1.62
43561,0.76
43562,0.04
43563,0.63
43564,0.05
43565,0.46
43566,0.45
43567,0.68
43568,0.97
43569,0.9
43570,1.87
43571,1.45
43572,0.72
43573,0.69
43574,1.93
43575,0.46
43576,0.7
43577,1.87
43578,1.07
43579,0.37
43580,0.09
43581,0.35
43582,0.69
43583,1.35
43584,1.26
43585,0.67
43586,0.06
43587,1.24
43588,1.05
43589,0.23
43590,0.01
43591,1.81
43592,1.71
43593,0.7
43594,0.59
43595,1.58
43596,0.6
43597,1.53
43598,0.71
43599,0.67
43600,1.28
43601,0.46
43602,0.46
43603,0.9
43604,0.43
43605,1.89
43606,0.94
43607,1.33
43608,0.27
43609,1.89
43610,1.0
43611,1.95
43612,0.61
43613,1.33
43614,1.27
43615,0.59
43616,0.62
43617,1.09
43618,1.81
43619,0.59
43620,1.08
43621,1.67
43622,0.81
43623,1.68
43624,0.85
43625,0.61
43626,1.77
43627,1.43
43628,0.58
43629,0.13
43630,1.23
43631,0.46
43632,1.6
43633,0.44
43634,1.72
43635,1.86
43636,0.79
43637,1.02
43638,0.03
43639,0.1
43640,1.17
43641,0.96
43642,1.22
43643,0.47
43644,1.13
43645,1.0
43646,1.44
43647,1.29
43648,0.23
43649,1.67
43650,1.08
43651,0.59
43652,1.85
43653,1.2
43654,1.79
43655,0.11
43656,1.76
43657,0.82
43658,1.36
43659,1.96
43660,1.28
43661,0.87
43662,0.13
43663,1.3
43664,0.7
43665,1.42
43666,1.77
43667,0.37
43668,1.55
43669,1.65
43670,1.09
43671,1.6
43672,1.34
43673,0.24
43674,0.15
43675,0.82
43676,0.52
43677,0.25
43678,0.51
43679,1.35
43680,1.54
43681,1.6
43682,1.87
43683,1.33
43684,1.65
43685,0.66
43686,0.24
43687,0.02
43688,1.32
43689,0.84
43690,1.32
43691,0.6
43692,0.69
43693,0.74
43694,1.18
43695,0.41
43696,1.42
43697,1.57
43698,0.55
43699,1.99
43700,1.85
43701,1.56
43702,0.03
43703,1.07
43704,1.2
43705,0.87
43706,0.93
43707,1.57
43708,0.43
43709,0.33
43710,0.84
43711,0.94
43712,0.79
43713,0.04
43714,1.52
43715,0.16
43716,1.25
43717,1.14
43718,1.28
43719,0.64
43720,0.3
43721,1.79
43722,0.48
43723,0.63
43724,1.34
43725,2.0
43726,0.2
43727,1.53
43728,0.12
43729,1.33
43730,1.58
43731,0.46
43732,0.78
43733,0.96
43734,1.18
43735,0.37
43736,0.14
43737,0.59
43738,1.84
43739,1.87
43740,1.44
43741,1.97
43742,1.27
43743,0.5
43744,1.22
43745,0.81
43746,1.13
43747,0.23
43748,0.38
43749,0.48
43750,0.16
43751,0.69
43752,0.39
43753,0.69
43754,0.3
43755,1.1
43756,1.55
43757,0.65
43758,0.1
43759,0.34
43760,0.1
43761,0.55
43762,0.8
43763,0.15
43764,0.17
43765,0.38
43766,1.37
43767,0.94
43768,0.98
43769,0.62
43770,1.59
43771,1.06
43772,1.22
43773,1.95
43774,1.4
43775,1.19
43776,0.78
43777,0.83
43778,0.6
43779,1.67
43780,0.66
43781,0.49
43782,0.09
43783,1.07
43784,1.07
43785,0.72
43786,1.52
43787,1.84
43788,1.65
43789,1.3
43790,0.17
43791,1.08
43792,0.32
43793,1.2
43794,1.23
43795,1.43
43796,1.85
43797,0.49
43798,1.73
43799,1.01
43800,0.19
43801,0.08
43802,0.72
43803,0.25
43804,1.58
43805,1.65
43806,1.85
43807,1.66
43808,0.95
43809,1.98
43810,1.88
43811,1.6
43812,0.63
43813,0.8
43814,1.42
43815,1.7
43816,1.17
43817,0.37
43818,0.75
43819,1.97
43820,1.5
43821,0.65
43822,1.86
43823,0.28
43824,0.9
43825,0.21
43826,0.47
43827,1.85
43828,1.78
43829,0.95
43830,0.78
43831,1.27
43832,0.31
43833,1.42
43834,0.56
43835,0.8
43836,1.96
43837,1.9
43838,2.0
43839,0.69
43840,1.93
43841,0.81
43842,0.35
43843,1.72
43844,1.77
43845,1.62
43846,0.33
43847,1.72
43848,1.0
43849,1.5
43850,1.7
43851,0.83
43852,1.31
43853,1.84
43854,0.36
43855,0.01
43856,1.28
43857,1.76
43858,1.99
43859,0.87
43860,1.98
43861,1.26
43862,0.25
43863,0.42
43864,0.87
43865,0.09
43866,0.64
43867,0.93
43868,1.47
43869,1.84
43870,1.07
43871,1.23
43872,0.48
43873,0.14
43874,1.24
43875,1.25
43876,0.54
43877,1.64
43878,1.82
43879,1.19
43880,1.17
43881,0.77
43882,1.55
43883,0.8
43884,0.22
43885,0.07
43886,1.15
43887,1.31
43888,1.5
43889,0.54
43890,0.11
43891,1.98
43892,1.85
43893,1.78
43894,0.64
43895,1.97
43896,0.63
43897,0.96
43898,0.9
43899,0.61
43900,0.39
43901,0.82
43902,1.69
43903,1.42
43904,1.03
43905,0.56
43906,1.55
43907,1.1
43908,0.44
43909,0.63
43910,1.69
43911,1.65
43912,0.41
43913,0.68
43914,1.23
43915,0.99
43916,1.03
43917,0.52
43918,0.92
43919,1.67
43920,1.39
43921,0.73
43922,0.04
43923,0.48
43924,0.49
43925,1.23
43926,0.75
43927,2.0
43928,1.04
43929,0.09
43930,1.37
43931,1.25
43932,0.66
43933,1.87
43934,1.72
43935,1.14
43936,0.18
43937,0.68
43938,1.53
43939,1.03
43940,1.76
43941,1.68
43942,1.51
43943,1.44
43944,1.51
43945,1.34
43946,0.82
43947,1.75
43948,0.73
43949,0.1
43950,1.15
43951,0.29
43952,0.84
43953,1.17
43954,1.27
43955,1.96
43956,0.28
43957,0.42
43958,0.24
43959,1.13
43960,1.36
43961,0.9
43962,1.63
43963,1.15
43964,0.31
43965,0.8
43966,0.03
43967,1.63
43968,0.1
43969,0.05
43970,0.32
43971,0.8
43972,1.74
43973,1.85
43974,1.72
43975,1.1
43976,1.98
43977,0.86
43978,0.11
43979,0.35
43980,1.04
43981,1.45
43982,0.03
43983,0.96
43984,0.15
43985,0.37
43986,1.67
43987,1.98
43988,0.01
43989,1.52
43990,1.72
43991,1.71
43992,0.39
43993,1.78
43994,1.41
43995,0.3
43996,1.15
43997,1.54
43998,1.37
43999,0.97
44000,0.66
44001,0.7
44002,1.8
44003,1.18
44004,0.78
44005,1.26
44006,1.04
44007,0.34
44008,1.82
44009,0.56
44010,1.73
44011,0.42
44012,0.48
44013,1.72
44014,1.78
44015,0.34
44016,0.69
44017,1.94
44018,0.24
44019,1.69
44020,1.45
44021,1.39
44022,1.03
44023,0.84
44024,1.75
44025,1.36
44026,0.52
44027,0.02
44028,0.56
44029,1.76
44030,0.92
44031,1.35
44032,1.63
44033,1.14
44034,1.78
44035,0.33
44036,1.41
44037,1.71
44038,1.07
44039,1.13
44040,0.09
44041,1.41
44042,1.53
44043,0.48
44044,1.71
44045,0.9
44046,1.02
44047,1.36
44048,1.68
44049,0.21
44050,1.79
44051,1.82
44052,0.3
44053,1.47
44054,1.49
44055,0.47
44056,0.71
44057,1.72
44058,1.33
44059,0.43
44060,0.97
44061,0.72
44062,0.86
44063,0.49
44064,0.98
44065,1.62
44066,1.62
44067,1.59
44068,0.05
44069,0.53
44070,1.33
44071,0.75
44072,1.44
44073,1.1
44074,0.04
44075,0.87
44076,0.26
44077,0.27
44078,1.33
44079,0.11
44080,1.78
44081,1.84
44082,0.52
44083,1.07
44084,0.5
44085,0.42
44086,0.22
44087,0.75
44088,1.9
44089,0.05
44090,0.58
44091,0.19
44092,0.85
44093,1.19
44094,0.42
44095,1.08
44096,0.45
44097,0.0
44098,1.4
44099,1.72
44100,1.13
44101,0.68
44102,0.13
44103,1.78
44104,0.52
44105,1.51
44106,0.26
44107,1.4
44108,1.59
44109,1.64
44110,1.43
44111,0.08
44112,1.73
44113,0.79
44114,1.42
44115,1.21
44116,1.08
44117,1.99
44118,0.65
44119,0.05
44120,0.93
44121,0.03
44122,0.83
44123,0.41
44124,0.59
44125,0.31
44126,0.08
44127,1.64
44128,0.45
44129,0.86
44130,0.53
44131,1.11
44132,0.01
44133,0.73
44134,0.14
44135,1.14
44136,1.43
44137,0.79
44138,0.27
44139,1.62
44140,1.13
44141,1.31
44142,0.87
44143,1.92
44144,0.05
44145,1.73
44146,0.55
44147,1.87
44148,1.58
44149,0.15
44150,1.1
44151,1.19
44152,0.88
44153,1.26
44154,1.29
44155,1.41
44156,1.71
44157,0.09
44158,0.56
44159,0.3
44160,1.7
44161,1.59
44162,1.17
44163,1.37
44164,1.45
44165,1.46
44166,0.24
44167,0.24
44168,0.98
44169,1.04
44170,1.54
44171,1.34
44172,1.05
44173,1.0
44174,0.27
44175,0.85
44176,0.55
44177,1.11
44178,1.56
44179,0.75
44180,0.97
44181,0.13
44182,1.45
44183,1.31
44184,0.98
44185,0.24
44186,1.74
44187,1.55
44188,1.82
44189,1.75
44190,0.61
44191,1.03
44192,1.94
44193,0.67
44194,0.3
44195,1.03
44196,0.34
44197,1.46
44198,1.66
44199,0.49
44200,0.05
44201,1.36
44202,1.83
44203,0.31
44204,1.01
44205,0.49
44206,0.06
44207,0.07
44208,1.15
44209,0.39
44210,0.07
44211,1.28
44212,1.38
44213,1.63
44214,1.17
44215,1.28
44216,0.43
44217,1.14
44218,1.73
44219,1.68
44220,1.89
44221,0.72
44222,1.04
44223,1.7
44224,1.72
44225,1.56
44226,0.36
44227,0.08
44228,0.14
44229,1.57
44230,1.19
44231,0.21
44232,1.6
44233,1.21
44234,0.68
44235,1.77
44236,0.32
44237,0.53
44238,0.55
44239,1.3
44240,1.49
44241,1.81
44242,0.33
44243,0.29
44244,0.46
44245,1.86
44246,0.74
44247,0.44
44248,0.67
44249,0.37
44250,0.74
44251,0.03
44252,1.04
44253,1.17
44254,0.23
44255,1.33
44256,0.25
44257,1.74
44258,0.93
44259,0.52
44260,0.15
44261,0.55
44262,0.65
44263,1.4
44264,1.94
44265,1.84
44266,0.33
44267,0.12
44268,0.34
44269,1.51
44270,1.18
44271,0.85
44272,1.37
44273,0.78
44274,0.46
44275,0.83
44276,1.58
44277,0.55
44278,0.4
44279,1.53
44280,1.76
44281,1.86
44282,1.15
44283,1.62
44284,1.52
44285,1.0
44286,1.79
44287,1.37
44288,1.67
44289,0.47
44290,1.01
44291,0.28
44292,1.02
44293,0.15
44294,0.47
44295,0.88
44296,1.81
44297,0.99
44298,0.4
44299,1.63
44300,0.27
44301,0.84
44302,0.62
44303,1.31
44304,1.13
44305,0.6
44306,0.6
44307,1.32
44308,1.48
44309,0.26
44310,1.4
44311,0.03
44312,1.28
44313,1.73
44314,1.46
44315,1.22
44316,0.17
44317,0.19
44318,0.83
44319,1.36
44320,1.32
44321,0.49
44322,1.62
44323,1.93
44324,0.11
44325,0.08
44326,1.01
44327,1.12
44328,1.81
44329,0.49
44330,0.31
44331,1.97
44332,1.85
44333,1.45
44334,0.1
44335,1.4
44336,0.86
44337,0.7
44338,1.0
44339,0.13
44340,1.15
44341,1.14
44342,1.52
44343,0.31
44344,0.07
44345,0.04
44346,1.36
44347,0.21
44348,1.54
44349,0.88
44350,0.5
44351,1.32
44352,1.44
44353,0.31
44354,0.49
44355,1.92
44356,1.61
44357,1.18
44358,0.28
44359,0.21
44360,1.16
44361,0.54
44362,0.73
44363,0.27
44364,1.51
44365,1.72
44366,1.79
44367,0.74
44368,0.68
44369,1.12
44370,1.46
44371,1.77
44372,0.77
44373,0.09
44374,0.04
44375,1.81
44376,1.32
44377,1.5
44378,0.01
44379,1.97
44380,1.9
44381,1.48
44382,1.0
44383,0.78
44384,0.64
44385,0.49
44386,1.25
44387,1.88
44388,0.77
44389,0.06
44390,1.49
44391,1.3
44392,1.31
44393,0.62
44394,1.74
44395,1.63
44396,1.49
44397,1.44
44398,1.78
44399,1.35
44400,1.55
44401,0.29
44402,0.14
44403,1.05
44404,1.71
44405,1.09
44406,1.31
44407,1.46
44408,0.47
44409,0.5
44410,0.98
44411,0.82
44412,1.49
44413,1.56
44414,0.58
44415,0.31
44416,1.83
44417,0.93
44418,1.66
44419,0.8
44420,1.31
44421,1.32
44422,0.09
44423,0.13
44424,0.01
44425,0.88
44426,1.98
44427,0.24
44428,0.9
44429,1.32
44430,1.66
44431,0.18
44432,1.15
44433,0.06
44434,0.88
44435,0.42
44436,1.12
44437,0.44
44438,1.15
44439,0.68
44440,0.89
44441,0.38
44442,1.54
44443,1.53
44444,1.9
44445,1.13
44446,0.11
44447,1.38
44448,1.34
44449,1.29
44450,0.4
44451,1.29
44452,1.73
44453,1.29
44454,1.94
44455,0.82
44456,0.82
44457,0.15
44458,0.13
44459,1.15
44460,0.19
44461,0.29
44462,0.01
44463,1.65
44464,1.39
44465,1.16
44466,1.01
44467,1.65
44468,0.77
44469,0.63
44470,0.66
44471,0.75
44472,0.79
44473,1.66
44474,0.87
44475,0.59
44476,0.35
44477,1.98
44478,1.63
44479,0.7
44480,1.34
44481,0.4
44482,1.45
44483,1.65
44484,0.0
44485,1.21
44486,1.19
44487,0.92
44488,0.34
44489,1.39
44490,1.63
44491,1.03
44492,1.57
44493,1.33
44494,0.7
44495,1.27
44496,0.48
44497,1.63
44498,1.99
44499,1.5
44500,1.61
44501,0.01
44502,1.64
44503,0.54
44504,1.17
44505,1.0
44506,0.82
44507,1.96
44508,1.92
44509,0.24
44510,0.49
44511,1.52
44512,1.24
44513,0.7
44514,0.41
44515,1.27
44516,1.51
44517,0.45
44518,0.76
44519,0.67
44520,0.12
44521,1.89
44522,0.53
44523,1.66
44524,0.88
44525,0.13
44526,0.38
44527,1.85
44528,1.9
44529,1.65
44530,1.41
44531,0.47
44532,1.24
44533,1.69
44534,0.79
44535,0.1
44536,1.09
44537,0.58
44538,1.39
44539,1.37
44540,1.9
44541,0.95
44542,1.02
44543,0.05
44544,1.28
44545,1.86
44546,1.57
44547,1.6
44548,0.06
44549,1.64
44550,1.45
44551,1.39
44552,1.93
44553,0.07
44554,1.58
44555,0.08
44556,0.86
44557,1.26
44558,0.25
44559,0.68
44560,0.81
44561,1.69
44562,0.69
44563,1.65
44564,1.16
44565,1.67
44566,2.0
44567,1.03
44568,0.94
44569,0.68
44570,0.38
44571,1.43
44572,1.45
44573,1.06
44574,1.85
44575,0.49
44576,1.01
44577,0.1
44578,0.36
44579,1.26
44580,1.23
44581,0.54
44582,0.0
44583,1.74
44584,0.73
44585,0.87
44586,0.22
44587,0.14
44588,1.21
44589,1.75
44590,0.95
44591,1.53
44592,0.65
44593,1.37
44594,1.15
44595,1.94
44596,1.63
44597,0.53
44598,1.6
44599,0.59
44600,1.96
44601,0.32
44602,0.17
44603,0.54
44604,0.59
44605,0.64
44606,0.54
44607,1.23
44608,1.06
44609,0.49
44610,1.02
44611,1.4
44612,1.9
44613,1.23
44614,1.71
44615,1.28
44616,0.81
44617,0.13
44618,1.07
44619,1.71
44620,0.14
44621,0.12
44622,0.2
44623,1.14
44624,1.09
44625,1.06
44626,1.41
44627,1.58
44628,1.06
44629,0.81
44630,0.34
44631,1.73
44632,0.64
44633,0.79
44634,1.63
44635,0.85
44636,0.18
44637,0.62
44638,1.47
44639,1.01
44640,0.0
44641,0.86
44642,0.82
44643,0.51
44644,0.79
44645,1.57
44646,0.43
44647,1.16
44648,1.96
44649,1.58
44650,1.53
44651,0.36
44652,0.24
44653,1.2
44654,1.18
44655,1.53
44656,0.48
44657,1.49
44658,0.99
44659,1.61
44660,0.89
44661,0.62
44662,0.47
44663,0.25
44664,1.77
44665,1.11
44666,1.47
44667,0.12
44668,1.25
44669,0.29
44670,1.1
44671,0.79
44672,0.22
44673,1.59
44674,1.57
44675,0.25
44676,0.1
44677,0.0
44678,1.44
44679,0.05
44680,0.68
44681,1.53
44682,1.21
44683,0.7
44684,1.09
44685,0.72
44686,0.46
44687,0.41
44688,0.32
44689,0.12
44690,0.34
44691,1.85
44692,1.3
44693,0.52
44694,1.15
44695,1.85
44696,0.7
44697,1.75
44698,1.99
44699,0.88
44700,1.32
44701,1.71
44702,0.12
44703,0.65
44704,1.65
44705,0.32
44706,1.17
44707,1.93
44708,0.39
44709,0.83
44710,0.18
44711,1.0
44712,0.0
44713,0.15
44714,1.22
44715,0.92
44716,1.51
44717,0.77
44718,0.49
44719,1.21
44720,1.37
44721,0.46
44722,1.55
44723,1.93
44724,0.64
44725,1.6
44726,1.33
44727,1.43
44728,1.02
44729,1.49
44730,1.33
44731,0.59
44732,1.53
44733,0.95
44734,0.01
44735,1.17
44736,1.76
44737,1.7
44738,0.76
44739,0.18
44740,0.43
44741,0.25
44742,1.9
